"UniqID"	"R_Id_db4"	"ID"	"TAXONID"	"Original_n"	"TYPE"	"TYPESOURCE"	"DATACOL_SO"	"CITATION"	"FILENAME"	"INSTNAME"	"INSTCODE"	"STORAGE"	"IDSOURCE"	"ACCENUMB"	"DONORNAME"	"DONORCODE"	"DONORNUMB"	"DUPLSITE"	"RIdentifie"	"FullAccept"	"FAMILY"	"GENUS"	"SPECIES"	"SPAUTHOR"	"RANK1"	"SUBTAXA"	"SUBTAUTHOR"	"TAXON"	"DETBY"	"COLLECTOR"	"COLLNUMB"	"COLLDATE"	"COLLDD"	"COLLMM"	"COLLYY"	"NAMECTY"	"ORIGCTY"	"ADM1"	"ADM2"	"ADM3"	"ADM4"	"COLLSITE"	"GEOREFMETH"	"COORD_SOUR"	"DECLATITUD"	"DECLONGITU"	"COORDDATUM"	"COORDUNCER"	"ELEVATION"	"SAMPSTAT"	"final_cult"	"HABITAT_TX"	"COLLSRC"	"REMARKS"	"NOTES"	"COMMENTS"	"ISSUES"	"key"	"fieldsWith"	"locNA"	"bbc_126"	"bbc_370"	"bbc_585"	"CNRM_126"	"CNRM_370"	"CNRM_585"	"IPSL_126"	"IPSL_370"	"IPSL_585"	"BBC_126_B12"	"BBC_370_B12"	"BBC_585_B12"	"IPSL_126_B12"	"IPSL_370_B12"	"IPSL_585_B12"	"CNRM_126_B12"	"CNRM_370_B12"	"CNRM_585_B12"
"ID_6954039"	1231237	1501676945	5350015	"Lens nigricans Godr."	"D"	30	"GBIF"	"NA"	"DB1"	"BDBCV"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	537607	"Lens nigricans (M. Bieb.) Godr."	"Fabaceae"	"Lens"	"nigricans"	"NA"	"SPECIES"	"NA"	"NA"	"Lens_nigricans"	"G. Mateo Sanz"	"NA"	"1825012"	"20130714"	"14"	"7"	"2013"	"Spain"	"ESP"	"Castellon"	"Castellon"	"NA"	"EL TORO"	"Rambla de las Maricas"	"NA"	"NA"	39.96	-0.78	"WGS84"	"707"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"gass84"	"Lens_nigricans_-0.78_39.96"	34	"FALSE"	12.1291666031	12.4416666031	12.6416664124	12.2791671753	12.1916666031	12.3583335876	12.4208335876	12.4583330154	12.4041662216	435	423	434	426	424	415	451	432	429
"ID_6954041"	1231548	1875523365	5350015	"Lens nigricans Godr."	"D"	30	"GBIF"	"NA"	"DB1"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	537607	"Lens nigricans (M. Bieb.) Godr."	"Fabaceae"	"Lens"	"nigricans"	"NA"	"SPECIES"	"NA"	"NA"	"Lens_nigricans"	"GARRAUD Luc, MISSET Claude"	"NA"	"NA"	"20130712"	"12"	"7"	"2013"	"France"	"FRA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	44.17405	5.56419	"WGS84"	"5000"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Lens_nigricans_5.56419_44.17405"	27	"TRUE"	10.3249998093	10.7666664124	10.9250001907	10.5833330154	10.4666662216	10.6000003815	10.6000003815	10.7333335876	10.5874996185	1037	1032	977	988	999	980	1036	1032	1028
"ID_6954042"	1231236	1501676925	5350015	"Lens nigricans Godr."	"D"	30	"GBIF"	"NA"	"DB1"	"BDBCV"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	537607	"Lens nigricans (M. Bieb.) Godr."	"Fabaceae"	"Lens"	"nigricans"	"NA"	"SPECIES"	"NA"	"NA"	"Lens_nigricans"	"G. Mateo Sanz"	"NA"	"1825011"	"20130714"	"14"	"7"	"2013"	"Spain"	"ESP"	"Castellon"	"Castellon"	"NA"	"EL TORO"	"Rambla de las Maricas"	"NA"	"NA"	39.95	-0.78	"WGS84"	"707"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"gass84"	"Lens_nigricans_-0.78_39.95"	34	"FALSE"	11.7208337784	12.0333328247	12.2458333969	11.8874998093	11.7791671753	11.9416666031	12.0041666031	12.0500001907	11.9916667938	451	438	448	442	440	431	466	449	444
"ID_6954044"	1231238	1501676915	5350015	"Lens nigricans Godr."	"D"	30	"GBIF"	"NA"	"DB1"	"BDBCV"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	537607	"Lens nigricans (M. Bieb.) Godr."	"Fabaceae"	"Lens"	"nigricans"	"NA"	"SPECIES"	"NA"	"NA"	"Lens_nigricans"	"G. Mateo Sanz"	"NA"	"1825013"	"20130714"	"14"	"7"	"2013"	"Spain"	"ESP"	"Castellon"	"Castellon"	"NA"	"EL TORO"	"Rambla de las Maricas"	"NA"	"NA"	39.96	-0.79	"WGS84"	"707"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"gass84"	"Lens_nigricans_-0.79_39.96"	34	"FALSE"	12.1291666031	12.4416666031	12.6416664124	12.2791671753	12.1916666031	12.3583335876	12.4208335876	12.4583330154	12.4041662216	435	423	434	426	424	415	451	432	429
"ID_6954045"	1231601	1118324060	5350015	"Lens nigricans Godr."	"D"	30	"GBIF"	"NA"	"DB1"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	537607	"Lens nigricans (M. Bieb.) Godr."	"Fabaceae"	"Lens"	"nigricans"	"NA"	"SPECIES"	"NA"	"NA"	"Lens_nigricans"	"MORVANT Yves,TEULADE Laure (INFLOVAR (Association),Inconnu)"	"NA"	"2123181"	"20130906"	"6"	"9"	"2013"	"France"	"FRA"	"NA"	"NA"	"NA"	"CHATEAUDOUBLE"	"NA"	"NA"	"NA"	43.61066	6.40646	"WGS84"	"5000"	"NA"	"NA"	"NA"	"NA"	"NA"	"null"	"NA"	"NA"	"gass84"	"Lens_nigricans_6.40646_43.61066"	31	"TRUE"	13.1333332062	13.4749994278	13.6333332062	13.2958335876	13.1875	13.3291664124	13.2791662216	13.3666667938	13.2416667938	822	829	797	799	808	798	831	830	822
"ID_6954046"	1231614	1118351401	5350015	"Lens nigricans Godr."	"D"	30	"GBIF"	"NA"	"DB1"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	537607	"Lens nigricans (M. Bieb.) Godr."	"Fabaceae"	"Lens"	"nigricans"	"NA"	"SPECIES"	"NA"	"NA"	"Lens_nigricans"	"OFFERHAUS Benoît (Inconnu)"	"NA"	"2138031"	"20131206"	"6"	"12"	"2013"	"France"	"FRA"	"NA"	"NA"	"NA"	"CROIX-SUR-ROUDOULE (LA)"	"NA"	"NA"	"NA"	43.95351	6.92579	"WGS84"	"5000"	"NA"	"NA"	"NA"	"NA"	"NA"	"null"	"NA"	"NA"	"gass84"	"Lens_nigricans_6.92579_43.95351"	31	"TRUE"	12.6125001907	12.9708328247	13.1374998093	12.8000001907	12.6875	12.8374996185	12.8166666031	12.9333333969	12.7958335876	836	839	809	803	814	796	838	838	827
"ID_6954047"	1231560	1105255437	5350015	"Lens nigricans Godr."	"D"	30	"GBIF"	"NA"	"DB1"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	537607	"Lens nigricans (M. Bieb.) Godr."	"Fabaceae"	"Lens"	"nigricans"	"NA"	"SPECIES"	"NA"	"NA"	"Lens_nigricans"	"VAN ES Jérémie (Conservatoire Botanique National Alpin)"	"NA"	"4472994"	"20120106"	"6"	"1"	"2012"	"France"	"FRA"	"NA"	"NA"	"NA"	"SAUMANE"	"NA"	"NA"	"NA"	44.0811	5.68493	"WGS84"	"5000"	"NA"	"NA"	"NA"	"NA"	"NA"	"null"	"NA"	"NA"	"gass84"	"Lens_nigricans_5.68493_44.0811"	31	"TRUE"	11.6875	12.125	12.2624998093	11.9458332062	11.8208332062	11.9583330154	11.9333333969	12.0708332062	11.9166669846	906	904	858	867	875	863	909	903	898
"ID_6954049"	1231522	1305610443	5350015	"Lens nigricans Godr."	"D"	30	"GBIF"	"NA"	"DB1"	"http://www.tela-botanica.org"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	537607	"Lens nigricans (M. Bieb.) Godr."	"Fabaceae"	"Lens"	"nigricans"	"NA"	"SPECIES"	"NA"	"NA"	"Lens_nigricans"	"Errol Vela"	"NA"	"744337"	"20120428"	"28"	"4"	"2012"	"France"	"FRA"	"NA"	"NA"	"Lamanon [INSEE:13049]"	"NA"	"NA"	"NA"	"NA"	43.70359	5.08177	"WGS84"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"gass84"	"Lens_nigricans_5.08177_43.70359"	30	"TRUE"	15.3625001907	15.7541666031	15.9125003815	15.5749998093	15.4375	15.5749998093	15.5249996185	15.6416664124	15.4916667938	704	714	679	688	693	691	718	718	708
"ID_6954050"	1231335	1931408027	5350015	"Lens nigricans Godr."	"D"	30	"GBIF"	"NA"	"DB1"	"WU"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	537607	"Lens nigricans (M. Bieb.) Godr."	"Fabaceae"	"Lens"	"nigricans"	"NA"	"SPECIES"	"NA"	"NA"	"Lens_nigricans"	"Gutermann,W., Berger,A., Flatscher,R., Gilli,C., Hofbauer,M., Lachmayer,M., Prehsler,D., Reich,D. & Sonnleitner,M."	"NA"	"102398"	"20120430"	"30"	"4"	"2012"	"Greece"	"GRC"	"NA"	"NA"	"NA"	"NA"	"Greece. Ithaka. Südteil. Mon. Taxiarchón (ca. 1½ km SW Perachóri): nähere Umgebung des Klosters. MGRS [km]: 34S DH 7443."	"NA"	"NA"	38.33713	20.70839	"WGS84"	"200"	"480"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Lens_nigricans_20.70839_38.33713"	31	"FALSE"	18.0750007629	18.1749992371	18.3291664124	18.1499996185	18.0041656494	18.2791671753	18.0666675568	18.1291675568	18.0166664124	884	881	819	846	841	864	868	842	868
"ID_6954051"	1231360	1839031227	5350015	"Lens nigricans Godr."	"D"	30	"GBIF"	"NA"	"DB1"	"B"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	537607	"Lens nigricans (M. Bieb.) Godr."	"Fabaceae"	"Lens"	"nigricans"	"NA"	"SPECIES"	"NA"	"NA"	"Lens_nigricans"	"Willing,R. & Willing,E."	"NA"	"B 10 0492156"	"20120529"	"29"	"5"	"2012"	"Greece"	"GRC"	"NA"	"NA"	"NA"	"NA"	"Kozáni, SW Xirolimni"	"NA"	"NA"	40.298328	21.655279	"WGS84"	"NA"	"690"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"cdround,gass84"	"Lens_nigricans_21.655279_40.298328"	31	"FALSE"	12.3416671753	12.5333337784	12.8333330154	12.5458335876	12.3541669846	12.6541662216	12.4624996185	12.5625	12.3874998093	617	633	587	611	596	603	591	587	597
"ID_6954052"	1231527	1875442867	5350015	"Lens nigricans Godr."	"D"	30	"GBIF"	"NA"	"DB1"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	537607	"Lens nigricans (M. Bieb.) Godr."	"Fabaceae"	"Lens"	"nigricans"	"NA"	"SPECIES"	"NA"	"NA"	"Lens_nigricans"	"GARRAUD Luc"	"NA"	"NA"	"20120530"	"30"	"5"	"2012"	"France"	"FRA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	44.27215	5.19263	"WGS84"	"5000"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Lens_nigricans_5.19263_44.27215"	27	"TRUE"	13.2666664124	13.7208328247	13.8708333969	13.5249996185	13.4083328247	13.5375003815	13.5666666031	13.6999998093	13.5375003815	908	900	847	865	871	856	905	903	899
"ID_6954053"	1231357	1839030541	5350015	"Lens nigricans Godr."	"D"	30	"GBIF"	"NA"	"DB1"	"B"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	537607	"Lens nigricans (M. Bieb.) Godr."	"Fabaceae"	"Lens"	"nigricans"	"NA"	"SPECIES"	"NA"	"NA"	"Lens_nigricans"	"Willing,R. & Willing,E."	"NA"	"B 10 0492155"	"20120530"	"30"	"5"	"2012"	"Greece"	"GRC"	"NA"	"NA"	"NA"	"NA"	"Kozáni, S Galatini"	"NA"	"NA"	40.29361	21.54833	"WGS84"	"NA"	"1130"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"cdround,gass84"	"Lens_nigricans_21.54833_40.29361"	31	"FALSE"	11.4708328247	11.6750001907	11.9833335876	11.6750001907	11.4916667938	11.8000001907	11.5874996185	11.7041664124	11.5375003815	676	698	644	669	652	662	651	642	653
"ID_6954054"	1231347	1839030426	5350015	"Lens nigricans Godr."	"D"	30	"GBIF"	"NA"	"DB1"	"B"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	537607	"Lens nigricans (M. Bieb.) Godr."	"Fabaceae"	"Lens"	"nigricans"	"NA"	"SPECIES"	"NA"	"NA"	"Lens_nigricans"	"Willing,R. & Willing,E."	"NA"	"B 10 0492160"	"20120522"	"22"	"5"	"2012"	"Greece"	"GRC"	"NA"	"NA"	"NA"	"NA"	"Grevená, NW Amygdalee"	"NA"	"NA"	40.177502	21.36694	"WGS84"	"NA"	"920"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"cdround,gass84"	"Lens_nigricans_21.36694_40.177502"	31	"FALSE"	12.9750003815	13.1958332062	13.4875001907	13.1958332062	13.0041666031	13.3041667938	13.0958337784	13.1958332062	13.0208330154	730	749	691	716	700	711	696	688	706
"ID_6954055"	1231349	1839030786	5350015	"Lens nigricans Godr."	"D"	30	"GBIF"	"NA"	"DB1"	"B"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	537607	"Lens nigricans (M. Bieb.) Godr."	"Fabaceae"	"Lens"	"nigricans"	"NA"	"SPECIES"	"NA"	"NA"	"Lens_nigricans"	"Willing,R. & Willing,E."	"NA"	"B 10 0492161"	"20120522"	"22"	"5"	"2012"	"Greece"	"GRC"	"NA"	"NA"	"NA"	"NA"	"Grevená, SO Amygdalee"	"NA"	"NA"	40.130001	21.39389	"WGS84"	"NA"	"715"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"cdround,gass84"	"Lens_nigricans_21.39389_40.130001"	31	"FALSE"	13.4250001907	13.6291666031	13.9250001907	13.6416664124	13.4375	13.7416667938	13.5333337784	13.6333332062	13.4666662216	720	738	679	706	691	701	688	677	696
"ID_6954056"	1231355	1839031254	5350015	"Lens nigricans Godr."	"D"	30	"GBIF"	"NA"	"DB1"	"B"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	537607	"Lens nigricans (M. Bieb.) Godr."	"Fabaceae"	"Lens"	"nigricans"	"NA"	"SPECIES"	"NA"	"NA"	"Lens_nigricans"	"Willing,R. & Willing,E."	"NA"	"B 10 0492157"	"20120526"	"26"	"5"	"2012"	"Greece"	"GRC"	"NA"	"NA"	"NA"	"NA"	"Kozáni, SW Siatista"	"NA"	"NA"	40.223888	21.540001	"WGS84"	"NA"	"625"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"cdround,gass84"	"Lens_nigricans_21.540001_40.223888"	31	"FALSE"	13.8666667938	14.0625	14.3583335876	14.0708332062	13.8833332062	14.1875	13.9875001907	14.0874996185	13.9125003815	650	666	615	639	624	634	623	615	630
"ID_6954059"	1231338	1839030518	5350015	"Lens nigricans Godr."	"D"	30	"GBIF"	"NA"	"DB1"	"B"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	537607	"Lens nigricans (M. Bieb.) Godr."	"Fabaceae"	"Lens"	"nigricans"	"NA"	"SPECIES"	"NA"	"NA"	"Lens_nigricans"	"Willing,R. & Willing,E."	"NA"	"B 10 0492166"	"20120513"	"13"	"5"	"2012"	"Greece"	"GRC"	"NA"	"NA"	"NA"	"NA"	"Ioánnina, NO Baltouma"	"NA"	"NA"	39.707218	21.003611	"WGS84"	"NA"	"600"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"cdround,gass84"	"Lens_nigricans_21.003611_39.707218"	31	"FALSE"	13.6416664124	13.8583335876	14.0916662216	13.8249998093	13.6416664124	13.9250001907	13.7166671753	13.8166666031	13.6583337784	931	944	869	908	888	900	892	871	905
"ID_6954060"	1231352	1839031055	5350015	"Lens nigricans Godr."	"D"	30	"GBIF"	"NA"	"DB1"	"B"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	537607	"Lens nigricans (M. Bieb.) Godr."	"Fabaceae"	"Lens"	"nigricans"	"NA"	"SPECIES"	"NA"	"NA"	"Lens_nigricans"	"Willing,R. & Willing,E."	"NA"	"B 10 0492159"	"20120524"	"24"	"5"	"2012"	"Greece"	"GRC"	"NA"	"NA"	"NA"	"NA"	"Grevená, NO Milea"	"NA"	"NA"	40.18417	21.50028	"WGS84"	"NA"	"710"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"cdround,gass84"	"Lens_nigricans_21.50028_40.18417"	31	"FALSE"	13.9958333969	14.2041664124	14.4875001907	14.2166662216	14.0124998093	14.3333330154	14.1208333969	14.2124996185	14.0458335876	645	660	611	634	621	629	618	610	626
"ID_6954061"	1231343	1839030640	5350015	"Lens nigricans Godr."	"D"	30	"GBIF"	"NA"	"DB1"	"B"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	537607	"Lens nigricans (M. Bieb.) Godr."	"Fabaceae"	"Lens"	"nigricans"	"NA"	"SPECIES"	"NA"	"NA"	"Lens_nigricans"	"Willing,R. & Willing,E."	"NA"	"B 10 0492158"	"20120525"	"25"	"5"	"2012"	"Greece"	"GRC"	"NA"	"NA"	"NA"	"NA"	"Grevená, SW Aidonia"	"NA"	"NA"	40.193329	21.31111	"WGS84"	"NA"	"805"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"cdround,gass84"	"Lens_nigricans_21.31111_40.193329"	31	"FALSE"	13.0666666031	13.2583332062	13.5708332062	13.2624998093	13.0708332062	13.3791666031	13.1791667938	13.2749996185	13.1041669846	754	773	712	738	722	734	718	708	727
"ID_6954062"	1231348	1839031002	5350015	"Lens nigricans Godr."	"D"	30	"GBIF"	"NA"	"DB1"	"B"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	537607	"Lens nigricans (M. Bieb.) Godr."	"Fabaceae"	"Lens"	"nigricans"	"NA"	"SPECIES"	"NA"	"NA"	"Lens_nigricans"	"Willing,R. & Willing,E."	"NA"	"B 10 0492164"	"20120517"	"17"	"5"	"2012"	"Greece"	"GRC"	"NA"	"NA"	"NA"	"NA"	"Grevená, SW Grevena"	"NA"	"NA"	40.07917	21.37722	"WGS84"	"NA"	"580"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"cdround,gass84"	"Lens_nigricans_21.37722_40.07917"	31	"FALSE"	14.0416669846	14.2541666031	14.5333337784	14.25	14.0583333969	14.3416662216	14.1416664124	14.2458333969	14.0791664124	730	746	686	715	699	709	698	687	706
"ID_6954063"	1231526	1874294985	5350015	"Lens nigricans Godr."	"D"	30	"GBIF"	"NA"	"DB1"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	537607	"Lens nigricans (M. Bieb.) Godr."	"Fabaceae"	"Lens"	"nigricans"	"NA"	"SPECIES"	"NA"	"NA"	"Lens_nigricans"	"GARRAUD Luc"	"NA"	"NA"	"20120530"	"30"	"5"	"2012"	"France"	"FRA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	44.18218	5.18915	"WGS84"	"5000"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Lens_nigricans_5.18915_44.18218"	27	"TRUE"	12.5249996185	12.9583330154	13.1125001907	12.7708330154	12.6583337784	12.7833328247	12.7833337784	12.9250001907	12.7750005722	940	937	885	902	907	890	942	935	932
"ID_6954064"	1231350	1839031181	5350015	"Lens nigricans Godr."	"D"	30	"GBIF"	"NA"	"DB1"	"B"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	537607	"Lens nigricans (M. Bieb.) Godr."	"Fabaceae"	"Lens"	"nigricans"	"NA"	"SPECIES"	"NA"	"NA"	"Lens_nigricans"	"Willing,R. & Willing,E."	"NA"	"B 10 0492153"	"20120531"	"31"	"5"	"2012"	"Greece"	"GRC"	"NA"	"NA"	"NA"	"NA"	"Kozáni, SO Neapolis"	"NA"	"NA"	40.283329	21.43556	"WGS84"	"NA"	"630"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"cdround,gass84"	"Lens_nigricans_21.43556_40.283329"	31	"FALSE"	13.7458333969	13.9499998093	14.2458333969	13.9458332062	13.7708330154	14.0666666031	13.8666667938	13.9583330154	13.7916669846	684	700	647	671	655	665	656	646	660
"ID_6954065"	1231344	1839030780	5350015	"Lens nigricans Godr."	"D"	30	"GBIF"	"NA"	"DB1"	"B"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	537607	"Lens nigricans (M. Bieb.) Godr."	"Fabaceae"	"Lens"	"nigricans"	"NA"	"SPECIES"	"NA"	"NA"	"Lens_nigricans"	"Willing,R. & Willing,E."	"NA"	"B 10 0492165"	"20120516"	"16"	"5"	"2012"	"Greece"	"GRC"	"NA"	"NA"	"NA"	"NA"	"Grevená, W Kallithea"	"NA"	"NA"	39.852219	21.32222	"WGS84"	"NA"	"1040"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"cdround,gass84"	"Lens_nigricans_21.32222_39.852219"	31	"FALSE"	11.3999996185	11.6166667938	11.8791666031	11.5916662216	11.4041662216	11.6999998093	11.4916667938	11.5874996185	11.4125003815	827	845	780	812	796	805	792	777	801
"ID_6954071"	1231342	1839030829	5350015	"Lens nigricans Godr."	"D"	30	"GBIF"	"NA"	"DB1"	"B"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	537607	"Lens nigricans (M. Bieb.) Godr."	"Fabaceae"	"Lens"	"nigricans"	"NA"	"SPECIES"	"NA"	"NA"	"Lens_nigricans"	"Willing,R. & Willing,E."	"NA"	"B 10 0492163"	"20120520"	"20"	"5"	"2012"	"Greece"	"GRC"	"NA"	"NA"	"NA"	"NA"	"Grevená, NW Kalirachi"	"NA"	"NA"	40.103889	21.240561	"WGS84"	"NA"	"1090"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"cdround,gass84"	"Lens_nigricans_21.240561_40.103889"	31	"FALSE"	11.9250001907	12.1416664124	12.4083337784	12.1333332062	11.9416666031	12.2458333969	12.0375003815	12.1374998093	11.9666671753	809	829	762	793	776	787	770	762	780
"ID_6954072"	1231351	1839030479	5350015	"Lens nigricans Godr."	"D"	30	"GBIF"	"NA"	"DB1"	"B"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	537607	"Lens nigricans (M. Bieb.) Godr."	"Fabaceae"	"Lens"	"nigricans"	"NA"	"SPECIES"	"NA"	"NA"	"Lens_nigricans"	"Willing,R. & Willing,E."	"NA"	"B 10 0492154"	"20120531"	"31"	"5"	"2012"	"Greece"	"GRC"	"NA"	"NA"	"NA"	"NA"	"Kozáni, SO Neapolis"	"NA"	"NA"	40.291111	21.459999	"WGS84"	"NA"	"550"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"cdround,gass84"	"Lens_nigricans_21.459999_40.291111"	31	"FALSE"	13.8333330154	14.0375003815	14.3416662216	14.0583333969	13.8541669846	14.1541671753	13.9541664124	14.0541667938	13.8791666031	663	680	629	652	638	648	638	628	642
"ID_6954073"	1231611	1117298478	5350015	"Lens nigricans Godr."	"D"	30	"GBIF"	"NA"	"DB1"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	537607	"Lens nigricans (M. Bieb.) Godr."	"Fabaceae"	"Lens"	"nigricans"	"NA"	"SPECIES"	"NA"	"NA"	"Lens_nigricans"	"NOBLE Virgile,DIADEMA Katia (Conservatoire Botanique National Méditerranéen de Porquerolles (CBNMed),Conservatoire Botanique National Méditerranéen de Porquerolles (CBNMed))"	"NA"	"1167346"	"20120506"	"6"	"5"	"2012"	"France"	"FRA"	"NA"	"NA"	"NA"	"ANDON"	"NA"	"NA"	"NA"	43.77814	6.78941	"WGS84"	"5000"	"NA"	"NA"	"NA"	"NA"	"NA"	"null"	"NA"	"NA"	"gass84"	"Lens_nigricans_6.78941_43.77814"	31	"TRUE"	9.59166622162	9.94583320618	10.1041669846	9.76666641235	9.65833377838	9.80833339691	9.77916717529	9.87083339691	9.73750019073	970	975	939	936	948	929	973	973	964
"ID_6954074"	1231673	1501321417	5350015	"Lens nigricans Godr."	"D"	30	"GBIF"	"NA"	"DB1"	"BDBCV"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	537607	"Lens nigricans (M. Bieb.) Godr."	"Fabaceae"	"Lens"	"nigricans"	"NA"	"SPECIES"	"NA"	"NA"	"Lens_nigricans"	"G. Mateo Sanz"	"NA"	"1452236"	"20120608"	"8"	"6"	"2012"	"Spain"	"ESP"	"Castellon"	"Castellon"	"NA"	"CAUDIEL"	"NA"	"NA"	"NA"	40.03	-0.61	"WGS84"	"707"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"gass84"	"Lens_nigricans_-0.61_40.03"	33	"TRUE"	12.7791671753	13.0749998093	13.2916669846	12.9333333969	12.8500003815	13	13.0583333969	13.125	13.0625	421	409	417	412	410	401	436	419	415
"ID_6954075"	1231669	1501321435	5350015	"Lens nigricans Godr."	"D"	30	"GBIF"	"NA"	"DB1"	"BDBCV"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	537607	"Lens nigricans (M. Bieb.) Godr."	"Fabaceae"	"Lens"	"nigricans"	"NA"	"SPECIES"	"NA"	"NA"	"Lens_nigricans"	"G. Mateo Sanz"	"NA"	"1452237"	"20120608"	"8"	"6"	"2012"	"Spain"	"ESP"	"Castellon"	"Castellon"	"NA"	"CAUDIEL"	"NA"	"NA"	"NA"	40.02	-0.6	"WGS84"	"707"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"gass84"	"Lens_nigricans_-0.6_40.02"	33	"TRUE"	12.7791671753	13.0749998093	13.2916669846	12.9333333969	12.8500003815	13	13.0583333969	13.125	13.0625	421	409	417	412	410	401	436	419	415
"ID_6954076"	1231341	1839030823	5350015	"Lens nigricans Godr."	"D"	30	"GBIF"	"NA"	"DB1"	"B"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	537607	"Lens nigricans (M. Bieb.) Godr."	"Fabaceae"	"Lens"	"nigricans"	"NA"	"SPECIES"	"NA"	"NA"	"Lens_nigricans"	"Willing,R. & Willing,E."	"NA"	"B 10 0492151"	"20120603"	"3"	"6"	"2012"	"Greece"	"GRC"	"NA"	"NA"	"NA"	"NA"	"Kozáni, SO Dichimarro"	"NA"	"NA"	40.299999	21.235001	"WGS84"	"NA"	"750"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"cdround,gass84"	"Lens_nigricans_21.235001_40.299999"	31	"FALSE"	12.9333333969	13.1499996185	13.4499998093	13.1750001907	12.9624996185	13.2833328247	13.0666666031	13.1541662216	12.9916667938	783	804	738	764	749	759	745	733	751
